GameId,ClubID,Goals
2229861,1082,2
2229854,1041,1
2229846,583,0
2229847,750,0
2229845,273,0
2223884,1159,0
2229852,618,1
2229856,1147,0
2229848,969,1
2229853,417,0
2229838,1095,1
2229849,1159,1
2229850,244,1
2229858,595,2
2229842,1147,1
2229841,1082,2
2229840,3911,0
2223841,1423,1
2229862,244,1
2229835,595,3
2229834,40,3
2229839,1158,2
2229837,415,1
2240231,294,2
2240247,1075,3
2229844,1421,1
2223888,417,1
2240230,1436,1
2240223,4750,0
2240213,1085,0
2240237,1075,1
2240221,2420,2
2240218,336,0
2240220,2424,0
2240214,1465,0
2240197,1301,1
2240209,720,3
2240204,2425,1
2240207,2990,0
2240202,1075,1
2240194,294,2
2223877,1421,1
2240196,1436,1
2229843,1423,1
2240185,982,0
2240208,979,2
2240198,2995,1
2240178,1085,1
2240180,336,3
2229836,1041,1
2240182,2425,1
2240189,1301,4
2240183,1465,1
2240174,4750,1
2240188,2424,2
2240181,294,4
2240176,720,1
2240201,982,2
2240192,979,1
2240184,2990,0
2240200,1085,1
2240179,2995,2
2240187,1075,3
2240186,2420,1
2240206,2424,0
2240195,1436,1
2240212,2425,1
2240190,4750,1
2229851,14171,0
2240215,1301,0
2240199,1465,0
2240203,2420,3
2240227,2995,2
2240210,294,1
2240226,982,2
2240219,979,1
2240217,1465,2
2240191,336,1
2240235,979,0
2240166,1301,3
2240229,2995,0
2240239,2424,0
2240216,720,0
2240193,2990,1
2240224,4750,1
2240238,2420,2
2240162,2425,1
2240228,336,1
2240232,1436,0
2240160,2990,0
2240161,1075,1
2240205,2990,0
2240152,1465,1
2240155,336,3
2240154,720,2
2240165,2995,3
2240170,4750,1
2240164,294,2
2240177,1301,1
2240173,2425,2
2240172,2424,0
2240169,1436,0
2240225,1085,0
2240211,982,1
2240106,1465,0
2240119,1085,0
2240118,1075,3
2240116,979,2
2240168,2420,0
2240114,720,4
2240112,336,1
2240123,2424,0
2240122,4750,3
2240124,2420,1
2240175,720,3
2240129,982,2
2240117,2995,5
2240171,1085,1
2240167,982,1
2240128,294,2
2240133,982,1
2240136,2420,3
2240121,1301,2
2240134,2424,2
2240163,979,0
2240127,2995,0
2240135,1436,0
2240137,1465,1
2240147,720,2
2240132,4750,0
2240115,294,2
2240120,1436,1
2240126,2425,1
2240139,1075,2
2240131,1301,1
2240145,979,0
2240130,2425,1
2240149,1436,1
2240141,982,0
2240125,1085,1
2240143,1085,2
2240150,4750,1
2240144,2420,0
2240098,720,3
2240158,2420,1
2240159,1465,0
2240148,2995,1
2240151,1301,1
2240097,336,1
2240157,2425,1
2240153,2424,2
2240094,294,3
2240100,1075,4
2240092,4750,0
2240102,982,0
2240101,2995,0
2240090,1436,2
2240099,979,0
2240096,1085,0
2240109,1301,2
2240108,336,2
2240105,720,2
2240222,1075,1
2240146,2990,0
2240142,294,3
2240104,4750,0
2240103,2420,2
2240082,1085,1
2240110,1465,0
2240084,294,1
2240071,2990,1
2240070,979,0
2240069,1436,0
2240064,982,3
2240111,2990,0
2240058,336,1
2240089,1465,2
2240140,979,0
2240075,2425,1
2240107,2424,2
2240113,2425,5
2240087,2420,0
2240079,4750,0
2240093,1301,0
2240055,720,2
2240050,1075,2
2240052,982,1
2240057,294,3
2240054,2995,2
2240046,979,2
2240060,2990,0
2240063,1085,1
2240049,1301,1
2240043,2420,2
2240048,2425,3
2240051,4750,4
2240074,1075,0
2240088,2424,1
2240059,1436,4
2240053,1436,1
2240078,2424,1
2240085,1085,1
2240081,982,2
2240072,2990,2
2240083,1465,2
2240091,1075,2
2240080,294,2
2240066,2424,1
2240067,1301,1
2240068,294,2
2240138,336,2
2240062,4750,0
2240056,2995,3
2240095,979,3
2240061,1436,0
2240073,2425,1
2240032,982,0
2240034,2990,0
2240031,1075,0
2240041,979,1
2240040,1085,0
2240037,720,3
2240086,2995,0
2240030,2425,1
2240047,336,0
2240045,2424,0
2240077,2420,1
2240033,982,1
2240156,2990,2
2240035,2420,0
2240036,1436,1
2240039,4750,1
2250798,336,0
2250799,720,0
2250795,979,1
2250793,1085,2
2250794,1075,2
2250792,1301,1
2250797,1465,1
2254429,21568,1
2254431,11602,3
2240076,720,2
2254428,21548,2
2254427,6638,0
2254433,1108,2
2254420,24420,1
2254422,16596,2
2240029,2995,1
2254424,18687,0
2254421,1533,1
2254426,5648,1
2254417,35164,0
2254418,6212,1
2254434,16575,2
2240038,336,1
2254430,26319,0
2254423,4054,0
2254443,472,1
2254436,12321,0
2254438,630,1
2263177,16492,6
2254437,16576,1
2263176,36846,2
2263174,648,0
2270914,1533,2
2263166,33303,1
2263172,34549,5
2263171,18693,0
2254442,1531,0
2263169,21322,1
2263168,13238,5
2263173,1532,2
2254441,2867,0
2254444,2296,1
2254435,171,0
2254439,7971,0
2265235,630,2
2250796,2990,3
2265237,11602,3
2265232,11596,0
2265234,4032,5
2265236,13222,1
2265239,26132,3
2265240,16492,8
2265238,1108,2
2240042,1465,2
2254440,4032,2
2263175,13226,0
2269542,3709,4
2269544,237,1
2265242,666,1
2240044,294,5
2269538,3368,0
2269543,150,0
2269536,621,0
2269532,418,4
2269540,940,0
2269537,13,3
2269545,16795,0
2269541,681,0
2269534,1084,4
2265241,36846,0
2269533,1049,2
2269551,1533,1
2269606,367,0
2269555,3302,0
2269535,131,3
2269561,368,3
2269550,1108,1
2269559,897,0
2263167,2725,2
2269553,16492,1
2269548,26132,1
2269547,11259,0
2269557,4032,0
2269560,142,1
2269554,2448,0
2269558,366,0
2269556,993,2
2283638,1084,1
2282716,150,1
2282715,142,1
2240065,2995,1
2269607,472,0
2282711,368,5
2269539,331,0
2282712,131,2
2282725,472,0
2269546,714,1
2282722,13,0
2282724,3368,0
2282723,940,0
2282720,237,2
2282719,331,1
2283637,1533,1
2286542,150,0
2286541,1084,2
2286540,368,0
2282714,418,1
2286546,131,4
2269552,666,0
2286544,418,1
2286545,142,0
2288675,368,1
2288674,131,1
2288677,13,2
2288676,418,3
2265233,993,1
2299544,418,1
2473696,7450,0
2282710,1049,2
2258360,19934,1
2258361,383,3
2240553,610,3
2258366,798,5
2240557,132,3
2258368,499,3
2286547,13,1
2282721,993,0
2258362,306,4
2240556,1455,2
2258367,7474,1
2269549,11602,1
2258370,1304,4
2258365,202,2
2240526,7527,2
2240552,234,3
2258373,724,0
3580923,500,8
2258372,1434,4
2258751,133,5
2240554,1269,1
2258358,1283,5
2258363,1268,2
2258371,317,1
2258354,3892,4
2258355,385,0
2258357,723,1
2282713,3709,0
2286539,1049,0
3580925,234,4
2258353,642,3
2240551,1284,1
2266629,404,2
2266633,610,2
2266631,1090,4
2266634,18673,0
2258352,404,1
2266635,19934,1
2266643,468,0
2266641,1268,0
2266644,19231,3
2266640,6614,1
2266642,1283,6
2266637,3892,1
2266639,1435,3
2271009,610,3
2271011,234,9
2271006,9547,1
2240555,1426,7
2271010,1269,3
2271012,1304,3
2271013,383,4
2258359,235,5
2271008,1090,4
2271007,133,0
2284521,610,4
2284522,234,1
2284523,1090,5
2289088,1090,3
2299197,1090,2
2266638,1434,4
2284524,1304,2
