GameId,CompetitionID
2242932,ES1
2242928,ES1
2242939,ES1
2242940,ES1
2242927,ES1
2242937,ES1
2242935,ES1
2242933,ES1
2242985,ES1
2242956,ES1
2242990,ES1
2242929,ES1
2243001,ES1
2242943,ES1
2242930,ES1
2242955,ES1
2242942,ES1
2242946,ES1
2242944,ES1
2242954,ES1
2242951,ES1
2242947,ES1
2242950,ES1
2242952,ES1
2242945,ES1
2242949,ES1
2242953,ES1
2242957,ES1
2243194,ES1
2242964,ES1
2243184,ES1
2242931,ES1
2242969,ES1
2243196,ES1
2243186,ES1
2243192,ES1
2243193,ES1
2243182,ES1
2243195,ES1
2243181,ES1
2243187,ES1
2242941,ES1
2242934,ES1
2243185,ES1
2243189,ES1
2243179,ES1
2243188,ES1
2243171,ES1
2243168,ES1
2243183,ES1
2242978,ES1
2243178,ES1
2243176,ES1
2243172,ES1
2243177,ES1
2243169,ES1
2243175,ES1
2243162,ES1
2243190,ES1
2243157,ES1
2243173,ES1
2243164,ES1
2243165,ES1
2243166,ES1
2243156,ES1
2243161,ES1
2243174,ES1
2243152,ES1
2243155,ES1
2243154,ES1
2243191,ES1
2243159,ES1
2242938,ES1
2243158,ES1
2243148,ES1
2243163,ES1
2243167,ES1
2243143,ES1
2243136,ES1
2243149,ES1
2243140,ES1
2243142,ES1
2243150,ES1
2243147,ES1
2243145,ES1
2243144,ES1
2242948,ES1
2243141,ES1
2243170,ES1
2243180,ES1
2243124,ES1
2243127,ES1
2243138,ES1
2243153,ES1
2243134,ES1
2243135,ES1
2243132,ES1
2243131,ES1
2243129,ES1
2243115,ES1
2243121,ES1
2243119,ES1
2243120,ES1
2243130,ES1
2243118,ES1
2243146,ES1
2243122,ES1
2243137,ES1
2243108,ES1
2243139,ES1
2243110,ES1
2243114,ES1
2243128,ES1
2243125,ES1
2243109,ES1
2243112,ES1
2243126,ES1
2243113,ES1
2243095,ES1
2243099,ES1
2243116,ES1
2243098,ES1
2243096,ES1
2243107,ES1
2243100,ES1
2243105,ES1
2243101,ES1
2243160,ES1
2243094,ES1
2243088,ES1
2243102,ES1
2243097,ES1
2243104,ES1
2243103,ES1
2243092,ES1
2243106,ES1
2243087,ES1
2243151,ES1
2243082,ES1
2243086,ES1
2243093,ES1
2243081,ES1
2243015,ES1
2243090,ES1
2243133,ES1
2243123,ES1
2243080,ES1
2243073,ES1
2243064,ES1
2243079,ES1
2243077,ES1
2243078,ES1
2243063,ES1
2243075,ES1
2243074,ES1
2243084,ES1
2243089,ES1
2243085,ES1
2243067,ES1
2243058,ES1
2243047,ES1
2243117,ES1
2243111,ES1
2243059,ES1
2243083,ES1
2243057,ES1
2243091,ES1
2243037,ES1
2243061,ES1
2243046,ES1
2243048,ES1
2243062,ES1
2243066,ES1
2243070,ES1
2243069,ES1
2243071,ES1
2243076,ES1
2243040,ES1
2243036,ES1
2243065,ES1
2243056,ES1
2243033,ES1
2243044,ES1
2243045,ES1
2243055,ES1
2243051,ES1
2243068,ES1
2243060,ES1
2243035,ES1
2243032,ES1
2243053,ES1
2243050,ES1
2243034,ES1
2243013,ES1
2243052,ES1
2243014,ES1
2243018,ES1
2243041,ES1
2243016,ES1
2243022,ES1
2243017,ES1
2243019,ES1
2243024,ES1
2243006,ES1
2243023,ES1
2243029,ES1
2243030,ES1
2242997,ES1
2242996,ES1
2243011,ES1
2242988,ES1
2243012,ES1
2242995,ES1
2242999,ES1
2243010,ES1
2242989,ES1
2242998,ES1
2243042,ES1
2243072,ES1
2242983,ES1
2242972,ES1
2243005,ES1
2243054,ES1
2243043,ES1
2243004,ES1
2243008,ES1
2243007,ES1
2242981,ES1
2242915,ES1
2242971,ES1
2242924,ES1
2242926,ES1
2243009,ES1
2242916,ES1
2242919,ES1
2242899,ES1
2242925,ES1
2242914,ES1
2242879,ES1
2242870,ES1
2242896,ES1
2243039,ES1
2242908,ES1
2242880,ES1
2242878,ES1
2242871,ES1
2242895,ES1
2242884,ES1
2242867,ES1
2242888,ES1
2242892,ES1
2242907,ES1
2242923,ES1
2242857,ES1
2242889,ES1
2243000,ES1
2242858,ES1
2242856,ES1
2243031,ES1
2242872,ES1
2242894,ES1
2242876,ES1
2242865,ES1
2242855,ES1
2242859,ES1
2242854,ES1
2242877,ES1
2242982,ES1
2242853,ES1
2242844,ES1
2242863,ES1
2242852,ES1
2242847,ES1
2242846,ES1
2242839,ES1
2242862,ES1
2242845,ES1
2242848,ES1
2242842,ES1
2242906,ES1
2242841,ES1
2242898,ES1
2242851,ES1
2242837,ES1
2242849,ES1
2242840,ES1
2242850,ES1
2242905,ES1
2242897,ES1
2242838,ES1
2242912,ES1
2242913,ES1
2242902,ES1
2242904,ES1
2242893,ES1
2242903,ES1
2242901,ES1
2242874,ES1
2242873,ES1
2242911,ES1
2242861,ES1
2242918,ES1
2242921,ES1
2242922,ES1
2242910,ES1
2242920,ES1
2242875,ES1
2242868,ES1
2242909,ES1
2242882,ES1
2242883,ES1
2242887,ES1
2242886,ES1
2242890,ES1
2242885,ES1
2242900,ES1
2242891,ES1
2242829,ES1
2242830,ES1
2242833,ES1
2242835,ES1
2242860,ES1
2242834,ES1
2242832,ES1
2242836,ES1
2242831,ES1
2242827,ES1
2244381,ES1
2244386,ES1
2244387,ES1
2242864,ES1
2242866,ES1
2244382,ES1
2244380,ES1
2244385,ES1
2244384,ES1
2244383,ES1
2240244,PO1
2242828,ES1
2244379,ES1
2240234,PO1
2240233,PO1
2240258,PO1
2240255,PO1
2240254,PO1
2240253,PO1
2242917,ES1
2240242,PO1
2240251,PO1
2240257,PO1
2240256,PO1
2240252,PO1
2240236,PO1
2240249,PO1
2240250,PO1
2240240,PO1
2240260,PO1
2240241,PO1
2224190,FR1
2242843,ES1
2224186,FR1
2224189,FR1
2224185,FR1
2224183,FR1
2224182,FR1
2224178,FR1
2224177,FR1
2224176,FR1
2224180,FR1
2224118,FR1
2224117,FR1
2224116,FR1
2224115,FR1
2224113,FR1
2242869,ES1
2224184,FR1
2240248,PO1
2224187,FR1
2224126,FR1
2224179,FR1
2240259,PO1
2240243,PO1
2224120,FR1
2224188,FR1
2242881,ES1
2224108,FR1
2224123,FR1
2224125,FR1
2224130,FR1
2224112,FR1
2224181,FR1
2224124,FR1
2224121,FR1
2224132,FR1
2224140,FR1
2224133,FR1
2224128,FR1
2244378,ES1
2224131,FR1
2224139,FR1
2224145,FR1
2224147,FR1
2224142,FR1
2224127,FR1
2224137,FR1
2224129,FR1
2224122,FR1
2224135,FR1
2224161,FR1
2224144,FR1
2224150,FR1
2224158,FR1
2224152,FR1
2224149,FR1
2224143,FR1
2224148,FR1
2224154,FR1
2224134,FR1
2224138,FR1
2224155,FR1
2224162,FR1
2224166,FR1
2224165,FR1
2224159,FR1
2224157,FR1
2224153,FR1
2224164,FR1
2224151,FR1
2224169,FR1
2224172,FR1
2224171,FR1
2224175,FR1
2224173,FR1
2224168,FR1
2224167,FR1
2224163,FR1
2224170,FR1
2224174,FR1
2224064,FR1
2224065,FR1
2224146,FR1
2224067,FR1
2224068,FR1
2224160,FR1
2224066,FR1
2224062,FR1
2224114,FR1
2224061,FR1
2224077,FR1
2224069,FR1
2224156,FR1
2224081,FR1
2224080,FR1
2224072,FR1
2224076,FR1
2224070,FR1
2224074,FR1
2224071,FR1
2224075,FR1
2224084,FR1
2224086,FR1
2224096,FR1
2224085,FR1
2224079,FR1
2224090,FR1
2224083,FR1
2224119,FR1
2224088,FR1
2224082,FR1
2224092,FR1
2224094,FR1
2224100,FR1
2224099,FR1
2224098,FR1
2224091,FR1
2224089,FR1
2224093,FR1
2224097,FR1
2224078,FR1
2224101,FR1
2224104,FR1
2224110,FR1
2224109,FR1
2224111,FR1
2224106,FR1
2224105,FR1
2224103,FR1
2224107,FR1
2224056,FR1
2224048,FR1
2224051,FR1
2224136,FR1
2224058,FR1
2224063,FR1
2224095,FR1
2224055,FR1
2224073,FR1
2224050,FR1
2224054,FR1
2224141,FR1
2224049,FR1
2224053,FR1
2224046,FR1
2224040,FR1
2224043,FR1
2224041,FR1
2224044,FR1
2224087,FR1
2224052,FR1
2224039,FR1
2224025,FR1
2224037,FR1
2224060,FR1
2224042,FR1
2224033,FR1
2224030,FR1
2224034,FR1
2224047,FR1
2224032,FR1
2224028,FR1
2224045,FR1
2224038,FR1
2224031,FR1
2224057,FR1
2224019,FR1
2224017,FR1
2224027,FR1
2224029,FR1
2224020,FR1
2224059,FR1
2224036,FR1
2224021,FR1
2224012,FR1
2224014,FR1
2224008,FR1
2224026,FR1
2224009,FR1
2224010,FR1
2224022,FR1
2224024,FR1
2224011,FR1
2224015,FR1
2224004,FR1
2224002,FR1
2224001,FR1
2224006,FR1
2224102,FR1
2224007,FR1
2223998,FR1
2223993,FR1
2224005,FR1
2224000,FR1
2223999,FR1
2223995,FR1
2223994,FR1
2223991,FR1
2223997,FR1
2224023,FR1
2224018,FR1
2224016,FR1
2223987,FR1
2224035,FR1
2223989,FR1
2223897,FR1
2223896,FR1
2223895,FR1
2223893,FR1
2223891,FR1
2223979,FR1
2223986,FR1
2223988,FR1
2223892,FR1
2223983,FR1
2223980,FR1
2223972,FR1
2223894,FR1
2223982,FR1
2223981,FR1
2223966,FR1
2223974,FR1
2223977,FR1
2223990,FR1
2223971,FR1
2223970,FR1
2223969,FR1
2223968,FR1
2223992,FR1
2223976,FR1
2224013,FR1
2223958,FR1
2223962,FR1
2223975,FR1
2223967,FR1
2223996,FR1
2224003,FR1
2223960,FR1
2223964,FR1
2223957,FR1
2223951,FR1
2223956,FR1
2223952,FR1
2223985,FR1
2223965,FR1
2223953,FR1
2223949,FR1
2223947,FR1
2223954,FR1
2223963,FR1
2223973,FR1
2223946,FR1
2223941,FR1
2223984,FR1
2223944,FR1
2223943,FR1
2223940,FR1
2223961,FR1
2223945,FR1
2223942,FR1
2223935,FR1
2223955,FR1
2223930,FR1
2223933,FR1
2223937,FR1
2223938,FR1
2223932,FR1
2223929,FR1
2223934,FR1
2223925,FR1
2223915,FR1
2223913,FR1
2223919,FR1
2223931,FR1
2223927,FR1
2223918,FR1
2223914,FR1
2223911,FR1
2223948,FR1
2223912,FR1
2223923,FR1
2223978,FR1
2223921,FR1
2223928,FR1
2223924,FR1
2223922,FR1
2223920,FR1
2223939,FR1
2223899,FR1
2223926,FR1
2223900,FR1
2223908,FR1
2223959,FR1
2223909,FR1
2223906,FR1
2223904,FR1
2223907,FR1
2223901,FR1
2223903,FR1
2223905,FR1
2223858,FR1
2223864,FR1
2223875,FR1
2223898,FR1
2223863,FR1
2223859,FR1
2223874,FR1
2223873,FR1
2223856,FR1
2223862,FR1
2223867,FR1
2223870,FR1
2223861,FR1
2223860,FR1
2223868,FR1
2223865,FR1
2223842,FR1
2223872,FR1
2223869,FR1
2223866,FR1
2223845,FR1
2223849,FR1
2223910,FR1
2223851,FR1
2223848,FR1
2223846,FR1
2223843,FR1
2223917,FR1
2223902,FR1
2223844,FR1
2223916,FR1
2223876,FR1
2223847,FR1
2223854,FR1
2223936,FR1
2223850,FR1
2223852,FR1
2223881,FR1
2223883,FR1
2223950,FR1
2223853,FR1
2223880,FR1
2223857,FR1
2223887,FR1
2223882,FR1
2223890,FR1
2223885,FR1
2223879,FR1
2223878,FR1
2223886,FR1
2223889,FR1
2223871,FR1
2229863,FR1
2229859,FR1
2229860,FR1
2229857,FR1
2223855,FR1
2229855,FR1
2229861,FR1
2229854,FR1
2229846,FR1
2229847,FR1
2229845,FR1
2223884,FR1
2229852,FR1
2229856,FR1
2229848,FR1
2229853,FR1
2229838,FR1
2229849,FR1
2229850,FR1
2229858,FR1
2229842,FR1
2229841,FR1
2229840,FR1
2223841,FR1
2229862,FR1
2229835,FR1
2229834,FR1
2229839,FR1
2229837,FR1
2240231,PO1
2240247,PO1
2229844,FR1
2223888,FR1
2240230,PO1
2240223,PO1
2240213,PO1
2240237,PO1
2240221,PO1
2240218,PO1
2240220,PO1
2240214,PO1
2240197,PO1
2240209,PO1
2240204,PO1
2240207,PO1
2240202,PO1
2240194,PO1
2223877,FR1
2240196,PO1
2229843,FR1
2240185,PO1
2240208,PO1
2240198,PO1
2240178,PO1
2240180,PO1
2229836,FR1
2240182,PO1
2240189,PO1
2240183,PO1
2240174,PO1
2240188,PO1
2240181,PO1
2240176,PO1
2240201,PO1
2240192,PO1
2240184,PO1
2240200,PO1
2240179,PO1
2240187,PO1
2240186,PO1
2240206,PO1
2240195,PO1
2240212,PO1
2240190,PO1
2229851,FR1
2240215,PO1
2240199,PO1
2240203,PO1
2240227,PO1
2240210,PO1
2240226,PO1
2240219,PO1
2240217,PO1
2240191,PO1
2240235,PO1
2240166,PO1
2240229,PO1
2240239,PO1
2240216,PO1
2240193,PO1
2240224,PO1
2240238,PO1
2240162,PO1
2240228,PO1
2240232,PO1
2240160,PO1
2240161,PO1
2240205,PO1
2240152,PO1
2240155,PO1
2240154,PO1
2240165,PO1
2240170,PO1
2240164,PO1
2240177,PO1
2240173,PO1
2240172,PO1
2240169,PO1
2240225,PO1
2240211,PO1
2240106,PO1
2240119,PO1
2240118,PO1
2240116,PO1
2240168,PO1
2240114,PO1
2240112,PO1
2240123,PO1
2240122,PO1
2240124,PO1
2240175,PO1
2240129,PO1
2240117,PO1
2240171,PO1
2240167,PO1
2240128,PO1
2240133,PO1
2240136,PO1
2240121,PO1
2240134,PO1
2240163,PO1
2240127,PO1
2240135,PO1
2240137,PO1
2240147,PO1
2240132,PO1
2240115,PO1
2240120,PO1
2240126,PO1
2240139,PO1
2240131,PO1
2240145,PO1
2240130,PO1
2240149,PO1
2240141,PO1
2240125,PO1
2240143,PO1
2240150,PO1
2240144,PO1
2240098,PO1
2240158,PO1
2240159,PO1
2240148,PO1
2240151,PO1
2240097,PO1
2240157,PO1
2240153,PO1
2240094,PO1
2240100,PO1
2240092,PO1
2240102,PO1
2240101,PO1
2240090,PO1
2240099,PO1
2240096,PO1
2240109,PO1
2240108,PO1
2240105,PO1
2240222,PO1
2240146,PO1
2240142,PO1
2240104,PO1
2240103,PO1
2240082,PO1
2240110,PO1
2240084,PO1
2240071,PO1
2240070,PO1
2240069,PO1
2240064,PO1
2240111,PO1
2240058,PO1
2240089,PO1
2240140,PO1
2240075,PO1
2240107,PO1
2240113,PO1
2240087,PO1
2240079,PO1
2240093,PO1
2240055,PO1
2240050,PO1
2240052,PO1
2240057,PO1
2240054,PO1
2240046,PO1
2240060,PO1
2240063,PO1
2240049,PO1
2240043,PO1
2240048,PO1
2240051,PO1
2240074,PO1
2240088,PO1
2240059,PO1
2240053,PO1
2240078,PO1
2240085,PO1
2240081,PO1
2240072,PO1
2240083,PO1
2240091,PO1
2240080,PO1
2240066,PO1
2240067,PO1
2240068,PO1
2240138,PO1
2240062,PO1
2240056,PO1
2240095,PO1
2240061,PO1
2240073,PO1
2240032,PO1
2240034,PO1
2240031,PO1
2240041,PO1
2240040,PO1
2240037,PO1
2240086,PO1
2240030,PO1
2240047,PO1
2240045,PO1
2240077,PO1
2240033,PO1
2240156,PO1
2240035,PO1
2240036,PO1
2240039,PO1
2250798,PO1
2250799,PO1
2250795,PO1
2250793,PO1
2250794,PO1
2250792,PO1
2250797,PO1
2254429,CDR
2254431,CDR
2240076,PO1
2254428,CDR
2254427,CDR
2254433,CDR
2254420,CDR
2254422,CDR
2240029,PO1
2254424,CDR
2254421,CDR
2254426,CDR
2254417,CDR
2254418,CDR
2254434,CDR
2240038,PO1
2254430,CDR
2254423,CDR
2254443,CDR
2254436,CDR
2254438,CDR
2263177,CDR
2254437,CDR
2263176,CDR
2263174,CDR
2270914,CDR
2263166,CDR
2263172,CDR
2263171,CDR
2254442,CDR
2263169,CDR
2263168,CDR
2263173,CDR
2254441,CDR
2254444,CDR
2254435,CDR
2254439,CDR
2265235,CDR
2250796,PO1
2265237,CDR
2265232,CDR
2265234,CDR
2265236,CDR
2265239,CDR
2265240,CDR
2265238,CDR
2240042,PO1
2254440,CDR
2263175,CDR
2269542,CDR
2269544,CDR
2265242,CDR
2240044,PO1
2269538,CDR
2269543,CDR
2269536,CDR
2269532,CDR
2269540,CDR
2269537,CDR
2269545,CDR
2269541,CDR
2269534,CDR
2265241,CDR
2269533,CDR
2269551,CDR
2269606,CDR
2269555,CDR
2269535,CDR
2269561,CDR
2269550,CDR
2269559,CDR
2263167,CDR
2269553,CDR
2269548,CDR
2269547,CDR
2269557,CDR
2269560,CDR
2269554,CDR
2269558,CDR
2269556,CDR
2283638,CDR
2282716,CDR
2282715,CDR
2240065,PO1
2269607,CDR
2282711,CDR
2269539,CDR
2282712,CDR
2282725,CDR
2269546,CDR
2282722,CDR
2282724,CDR
2282723,CDR
2282720,CDR
2282719,CDR
2283637,CDR
2286542,CDR
2286541,CDR
2286540,CDR
2282714,CDR
2286546,CDR
2269552,CDR
2286544,CDR
2286545,CDR
2288675,CDR
2288674,CDR
2288677,CDR
2288676,CDR
2265233,CDR
2299544,CDR
2473696,NLP
2282710,CDR
2258360,NLP
2258361,NLP
2240553,NLP
2258366,NLP
2240557,NLP
2258368,NLP
2286547,CDR
2282721,CDR
2258362,NLP
2240556,NLP
2258367,NLP
2269549,CDR
2258370,NLP
2258365,NLP
2240526,NLP
2240552,NLP
2258373,NLP
3580923,NLP
2258372,NLP
2258751,NLP
2240554,NLP
2258358,NLP
2258363,NLP
2258371,NLP
2258354,NLP
2258355,NLP
2258357,NLP
2282713,CDR
2286539,CDR
3580925,NLP
2258353,NLP
2240551,NLP
2266629,NLP
2266633,NLP
2266631,NLP
2266634,NLP
2258352,NLP
2266635,NLP
2266643,NLP
2266641,NLP
2266644,NLP
2266640,NLP
2266642,NLP
2266637,NLP
2266639,NLP
2271009,NLP
2271011,NLP
2271006,NLP
2240555,NLP
2271010,NLP
2271012,NLP
2271013,NLP
2258359,NLP
2271008,NLP
2271007,NLP
2284521,NLP
2284522,NLP
2284523,NLP
2289088,NLP
2299197,NLP
2266638,NLP
2284524,NLP
2224954,BE1
2224947,BE1
2224946,BE1
2224943,BE1
2258351,NLP
2224951,BE1
2224939,BE1
2224945,BE1
2224953,BE1
2266636,NLP
2289089,NLP
2224936,BE1
2224935,BE1
2224941,BE1
2224949,BE1
2266630,NLP
2224950,BE1
2224957,BE1
2224942,BE1
2224955,BE1
2224952,BE1
2224944,BE1
2224938,BE1
2224879,BE1
2224940,BE1
2224937,BE1
2224881,BE1
2224878,BE1
2224884,BE1
2224888,BE1
2224899,BE1
2224885,BE1
2224889,BE1
2224887,BE1
2224883,BE1
2224956,BE1
2224898,BE1
2224894,BE1
2504431,NLP
2224909,BE1
2224920,BE1
2224914,BE1
2224916,BE1
2224911,BE1
2224910,BE1
2224919,BE1
2224895,BE1
2224908,BE1
2224907,BE1
2224905,BE1
2224904,BE1
2224948,BE1
2224903,BE1
2224926,BE1
2224915,BE1
2224934,BE1
2224933,BE1
2224931,BE1
2224913,BE1
2224929,BE1
2224927,BE1
2224923,BE1
2224917,BE1
2224902,BE1
2224901,BE1
2224925,BE1
2224870,BE1
2224921,BE1
2224918,BE1
2224890,BE1
2224876,BE1
2224877,BE1
2224875,BE1
2224874,BE1
2224872,BE1
2224932,BE1
2224922,BE1
2224867,BE1
2224868,BE1
2224886,BE1
2224869,BE1
2224866,BE1
2224864,BE1
2224863,BE1
2224861,BE1
2224900,BE1
2224891,BE1
2224893,BE1
