,CURRENTCLUB
PlayerId,ClubId
87493,398
73569,3216
263065,130
287653,130
58749,3216
50765,3216
45951,6894
242257,130
285929,6574
287656,6574
22102,6574
16870,6574
5889,6574
54916,6574
296284,6574
87463,416
22123,6574
28318,6894
248333,416
241074,416
291398,416
240657,6574
98101,416
21769,416
340289,416
28022,130
238966,416
55385,458
163187,130
241475,458
345068,3216
16873,458
198973,416
265590,458
287688,800
176130,800
169249,416
247247,458
23345,416
20913,800
7102,800
291278,800
20726,800
200653,800
22185,800
7499,800
5976,862
45185,862
88542,862
277692,6574
160188,862
107958,862
34909,862
120501,7185
70574,458
263062,7185
191855,169
332929,7185
213911,1390
285920,46
173860,862
5817,506
30333,506
340265,506
4276,506
332928,7185
82550,2672
7373,410
286217,410
205179,410
172338,410
13748,2672
220686,410
238951,5
287313,5
333655,5219
336776,5219
167501,5219
236822,21957
55878,5219
340700,410
284486,5219
95730,5219
94932,21957
286215,410
20124,5219
51951,5219
89762,5219
68440,5219
284547,5219
200521,5219
77640,5219
287307,5
46040,2672
206701,5
29208,1429
26815,5219
110320,2672
221317,2672
88057,2672
21447,2672
295851,5219
43082,410
19987,2672
296438,2672
187961,2672
48930,2672
179422,2672
67066,2672
46971,2672
16417,2672
24567,2672
63209,2672
15461,21957
182689,21957
55959,5219
24008,2672
336638,21957
336637,21957
238980,46
54149,46
128363,21957
238992,46
240197,46
290415,46
218470,21957
235923,1390
193957,21957
158043,1390
28862,5
99923,1390
20730,1390
235921,1390
184262,169
63899,1390
187786,169
331204,169
267546,169
121357,169
244491,5
136642,169
260063,5219
191850,169
76598,1390
239749,169
192124,7185
72218,7185
195072,7185
242615,169
321600,7185
333200,7185
143850,2672
10254,7185
354464,7185
354463,7185
28851,1429
38602,1429
314369,1429
67704,169
24305,1429
13749,1429
29604,1429
28817,1429
8206,1429
45328,7185
6012,1429
30332,1429
35733,1390
288563,1429
54921,1429
16888,1429
290418,1429
221815,1429
7682,169
288570,1429
191831,128
42425,128
6721,252
239583,12
256338,12
239599,12
70203,1429
46845,524
294340,524
232875,169
265916,524
49121,524
177868,2079
56772,524
112624,524
254063,265
160139,683
52266,6195
5283,683
261060,683
21876,12
19286,1091
36689,265
53871,2079
62966,2079
306198,2079
14542,2079
288268,2079
172116,2079
61258,2079
241365,2079
336087,6676
38870,265
309144,6676
96881,2079
54794,6676
136641,683
70789,6195
124025,6676
113083,1091
157648,1506
16499,1506
281040,6676
114735,1506
3975,1506
37873,1506
348493,1506
175787,6676
261061,6676
71002,2079
186393,12
58829,1506
60604,6676
318355,6676
96476,2079
64385,2079
86158,1506
204152,1506
312756,2079
241326,252
47310,1506
6792,252
221630,1506
74821,252
129744,2079
57924,128
24337,128
281024,6676
6087,128
130963,128
21924,128
269861,128
12895,128
288018,6676
253012,252
21696,252
257485,2671
268029,820
210369,820
305493,252
76749,10484
46897,825
26460,20
104495,2760
189507,2760
18828,36
129053,2760
183138,2760
54128,2760
52317,820
207891,2760
36661,126
328966,128
12106,126
354316,126
137611,820
56528,126
53561,126
349502,126
135082,825
3753,6418
164500,6418
345480,126
98502,126
21245,126
110697,126
51944,126
74306,6418
166038,2760
307535,126
28922,20
5854,20
282553,36
251444,20
120980,2760
8689,825
55839,126
69801,3060
235648,3060
33950,3060
207109,2760
196611,825
29411,825
10118,126
121528,825
257786,10484
54557,10484
6968,10484
356008,825
330905,20
51596,10484
222332,10484
9852,3060
30431,820
172665,10484
80696,820
15069,820
8709,820
123256,820
282663,10484
114499,820
17976,6418
60797,987
164575,987
63289,2759
258811,449
175737,2578
192498,2578
27510,2578
292787,36
129983,653
62157,2759
326589,1519
184954,1519
196634,825
193097,1519
293339,10484
193104,1519
12570,1519
34652,1519
24501,1519
342017,653
83234,2381
193101,1519
7937,2381
85679,2381
247645,2381
7264,2381
114899,2381
11359,511
206573,653
78236,2381
26876,653
251260,653
336246,114
258669,114
173463,114
275352,114
203379,141
6911,141
199283,114
251452,114
5495,2381
317086,114
24859,653
36007,653
193955,653
68407,653
177321,653
310775,2381
178682,653
206568,653
58013,653
7346,114
355698,653
358650,653
232149,653
231786,653
16394,653
13702,511
193362,511
192500,511
252437,653
319399,653
22802,511
91273,511
14579,511
280635,511
206197,114
21332,511
42874,511
12743,2578
238307,2578
217477,2578
3287,2578
60973,511
35315,511
128103,2759
13938,2759
10183,653
54757,2759
46010,2759
308669,2759
226935,2759
60080,2759
290349,2759
36720,511
264478,2759
18502,2759
358651,653
21449,2759
5315,2759
107550,2759
255788,2759
353728,2759
80339,2759
71130,2759
55573,987
9502,987
193078,987
121253,987
49450,2759
120967,987
13919,987
151334,987
235779,987
23086,987
14690,2759
288924,449
129074,2759
92816,987
110357,987
95272,5220
90360,2759
57565,5220
24113,173
204138,173
265545,3426
91341,6994
213271,6994
204143,1053
95407,6993
92635,6993
104987,173
339845,6993
58440,6993
79276,653
122235,6993
85938,6993
206890,6993
193812,6993
343155,6993
348269,6993
342138,6993
359239,6993
91698,6993
78953,5724
34377,5724
293492,5724
342269,1053
96928,6994
335192,2740
36149,2740
335193,2740
86502,2740
340773,6993
59893,2740
44138,6994
58977,6993
64104,6994
49000,6994
82508,6994
49144,3426
342139,6993
94037,449
161137,3426
44722,173
1725,173
76195,5220
271514,6994
20905,5220
39027,6890
102097,2778
167800,2778
148361,2778
22896,2778
23410,2778
109012,2778
22459,3426
58381,6890
177038,6890
54168,6890
6860,6890
255195,5220
64920,6890
122945,5220
295619,6993
336105,5220
237597,5220
59154,5220
127051,5220
41080,5220
119081,5220
30379,5220
89205,2778
66960,5220
85113,5220
15717,5220
16439,5220
276689,3426
45187,5220
91259,6994
155843,6992
354325,6992
211317,6996
112640,2783
222196,190
177646,370
9798,6996
23443,339
200953,370
325386,2477
97166,28643
67067,5220
335856,28643
123957,28643
54419,339
139440,206
208384,206
151582,206
129597,28643
303947,28643
73323,371
119563,370
349109,6414
42624,6414
37414,6414
27378,6414
160346,370
369154,6414
14963,3426
363064,6414
68915,6414
59420,6414
30694,6414
30803,6414
349106,6414
216570,6414
255641,6414
57971,6414
19702,6414
53523,6414
41163,28643
14954,28643
149996,206
31062,28643
68902,28643
25780,6414
80599,28643
24609,28643
334774,28643
103539,206
61267,28643
369153,6414
332204,28643
58051,2477
99345,28643
52199,28643
119569,370
77145,28643
12765,370
15961,190
1443,190
34390,6414
213983,2477
3098,190
215180,190
60324,2783
56935,28643
24404,190
43308,2783
33491,190
189549,2783
199522,370
30668,371
93873,371
35435,6996
204406,6996
96957,6996
91377,6996
27108,2783
35908,6996
244264,6996
168374,6996
324174,28643
207889,6996
173253,6996
42641,6996
112394,6996
34941,6996
71725,6996
58073,6992
112953,6992
132206,371
108693,29228
333303,601
358631,204
324148,28643
40608,2783
331550,354
340866,10690
375658,2783
175448,3368
52937,660
53239,367
351540,993
73076,993
73244,993
51489,993
34564,993
95480,993
323169,993
118008,993
29065,993
76699,993
309007,993
14535,993
75238,993
126722,993
93330,993
63706,993
111082,367
81743,993
125291,6996
6585,3368
6970,172
55595,354
339851,172
331573,172
2923,3368
6119,3368
240039,993
216842,6996
82608,10690
24010,10690
85349,3368
120543,10690
18514,172
129582,354
24233,354
333271,204
92813,3368
55135,367
374999,204
150076,204
375003,204
29220,204
34768,354
57791,3709
208715,3709
65239,367
45710,3709
253878,3709
57818,3709
176415,10690
142326,3709
249246,3709
354312,3709
285957,3709
138662,3709
16315,3709
35462,3709
318904,204
40421,204
308267,204
351395,204
375001,204
360239,204
324050,204
375002,204
168174,354
95244,204
290083,204
110726,204
321568,204
261461,204
375004,204
7486,204
337448,204
30556,204
16595,3709
375000,204
99442,204
316442,204
168178,204
66616,204
62785,204
266487,601
13028,204
347209,601
374924,601
18532,601
167830,3709
209766,601
15817,601
98339,29228
13309,204
28987,29228
62705,29228
126709,601
276435,29228
90596,29228
186593,29228
90593,29228
24670,10690
90600,29228
90591,29228
90587,29228
90145,29228
349499,29228
90604,29228
19693,204
372300,29228
111043,29228
90602,29228
128324,204
203522,29228
110720,29228
222642,3508
27954,338
183152,3508
99615,498
347623,1184
99349,714
323720,1184
200798,1184
27453,714
38960,157
72935,714
23102,16795
59142,23611
58956,23611
89631,1184
15765,865
252636,865
18445,338
114299,865
91376,23611
57866,16795
287282,16795
287315,16795
94414,16795
24877,3057
57800,16795
72798,20100
37623,20100
376782,20100
58928,23611
23201,20100
376784,20100
20853,20100
96006,20100
203410,1184
48764,20100
22515,20100
22887,20100
200467,20100
376783,20100
337928,20100
41164,20100
131740,157
33869,157
22898,20100
193217,157
78576,20100
13073,3508
80709,3508
52585,3508
182887,3508
253722,3508
200789,3508
314995,3508
223248,3508
333684,20100
250137,498
126695,3508
178329,20100
184171,3057
335563,865
21371,498
132407,498
210109,4482
142023,621
15715,940
162043,681
23496,20100
47648,681
164477,1084
6855,984
52428,940
246244,418
212863,418
141349,984
4115,984
45921,984
120582,1084
189525,1084
229815,681
279090,940
334728,4482
375655,4482
123366,4482
132999,4482
22586,897
199348,897
122995,3508
147462,681
337529,897
263862,1531
337527,897
57935,1531
15790,1531
276050,1531
242827,1531
226005,1531
288454,1531
57961,1531
152863,58
237617,1531
43478,58
51535,1531
54576,984
175573,1531
160182,1531
129483,418
15804,621
200612,1531
35448,897
39475,58
57944,1531
44674,1050
141832,1531
4205,1039
264406,3008
60591,3008
273738,13
246932,13
13239,405
110852,2282
177892,405
221687,762
204354,762
62052,762
33785,762
104916,897
168408,762
197830,2288
164389,2288
7337,2288
89648,2288
49693,405
39378,289
201656,405
61572,405
282637,13
265312,289
33046,289
29091,379
282000,13
175996,379
257534,379
207037,379
198587,762
5668,289
42198,3008
43266,3008
73492,3008
24636,3008
62240,3008
344916,3008
67232,3008
169633,1039
3467,1039
264199,1039
375656,4482
148911,1039
173832,1039
88067,1039
13582,1039
29356,2288
136589,1039
362809,1039
158718,1039
155233,1039
369085,1039
28810,1039
3235,1039
3354,2282
189039,1039
242412,29
228326,2282
339152,13
15338,2282
370276,2282
126875,1050
4605,2282
142019,1050
242287,1050
126748,1050
193073,1050
258884,29
173584,2288
39004,1050
84870,2282
7607,131
3163,281
3807,1039
33235,3327
138141,1085
82215,148
92049,2457
241900,2457
23307,2457
3109,31
257139,979
31645,985
12693,873
3276,873
14031,873
3924,631
242434,29
33249,873
35193,873
61561,873
177953,873
245585,985
3560,873
128911,985
110798,985
73472,985
74196,2457
28801,873
124845,148
149655,2457
79933,2457
36237,2457
3692,379
240220,2457
129124,1085
85312,979
157884,1085
14331,1085
13350,873
17555,2457
168683,1085
25175,1085
140160,1085
52676,1085
269927,1085
149724,2457
258263,1085
212713,1085
34029,1085
130666,3327
153739,3327
194603,3327
52214,3327
122702,3327
224669,1085
214113,631
214654,1085
156965,3327
72770,3327
24846,1085
35246,3327
58957,3327
192599,3327
129256,3327
44775,3327
48699,979
75420,979
235735,2457
257321,979
80144,979
205566,979
57831,3327
258920,11
35554,3327
22440,3327
177952,148
3476,148
285847,11
14280,3327
329648,368
14111,368
18878,3327
55709,180
284717,180
552445,2425
179308,336
203899,403
40436,403
119256,403
156942,512
54470,294
43860,979
3473,512
282073,403
44780,979
248105,2420
124321,2420
241160,2420
358733,1301
271371,1301
35513,1465
141224,1301
265207,403
325175,2420
14128,1301
224677,1301
94603,1301
249664,2420
235291,2420
79089,1301
108831,2420
72767,1075
74444,1301
237663,1301
123140,403
152517,403
58361,512
140799,403
169006,336
122844,1075
13616,512
305946,1075
4415,403
73321,2425
86826,2425
139352,2425
353839,2425
353840,2425
20623,2425
199659,2420
84902,1301
230937,1465
25101,294
35640,1465
230485,368
203532,336
36080,294
172623,336
117149,798
29863,1268
155469,1465
255831,132
304319,132
80708,200
162061,200
311397,2995
241241,132
239053,2995
24195,2995
74621,2995
137086,1269
41511,1304
353214,2424
337873,2424
149532,2424
23270,2424
85774,2424
165975,1269
353212,2424
72834,2424
127706,2424
51853,2424
353213,2424
226964,180
14274,2424
89584,2424
303410,595
355367,595
46809,595
353933,595
203324,595
262373,202
93764,826
220309,202
3966,595
49069,202
66926,347
147602,347
210088,2424
234249,347
9830,2424
329178,595
202035,347
204195,347
191903,347
53238,347
5566,347
132056,347
20386,2424
12093,347
34532,347
122538,347
180907,202
169090,595
15808,595
353934,595
37835,595
237678,2424
340914,2424
337537,2424
73427,2424
228942,1269
288125,1269
4638,1269
61760,2995
13157,2995
303402,595
138652,2995
96731,2995
126480,2995
8387,1304
3170,1304
271107,1304
218058,347
227075,1304
272694,1304
30617,1304
82332,202
109305,200
55444,200
255814,200
85353,200
314280,826
53399,826
241109,826
37852,826
5461,347
77745,826
170963,826
99508,200
332142,826
340214,1304
322351,826
288239,826
33447,826
123300,826
193904,132
332134,826
182962,826
191255,132
45259,826
19087,132
7970,132
336701,2995
217918,132
125693,132
249118,132
3395,132
265978,1268
275981,1268
317582,1268
228048,798
84916,798
59645,798
12515,347
73120,347
64439,798
337534,798
7955,200
329493,132
4334,132
30741,132
199243,132
111527,14171
324182,14171
128905,499
198619,14171
221799,982
329212,8024
260795,1455
44662,2990
84878,855
345172,855
94450,2990
34129,234
176218,2990
291324,2990
126558,855
26099,2990
197166,2990
276287,1455
214007,2990
99517,1455
19325,1455
328687,1435
182575,1435
21552,383
153022,14171
170720,1435
350071,2990
230500,1435
275882,1455
41351,1455
164836,306
203914,306
21620,1435
129688,317
37080,317
4451,317
278021,1455
151189,306
312479,306
37912,1455
63270,1455
194448,1455
243641,1455
347919,855
64490,1455
187602,306
32727,1455
22555,8024
187603,1455
48756,8024
71085,1435
36210,8024
283149,1455
202793,234
4489,234
245902,234
19342,234
234787,982
234449,8024
185237,982
167976,8024
163295,982
111191,1435
173131,982
112674,499
48740,14171
271225,1435
194218,14171
353204,14171
120091,14171
324635,14171
57510,14171
5286,14171
111283,14171
119272,982
98356,14171
4563,234
303265,982
34529,995
272259,982
44760,995
287032,1455
57208,1162
5639,1162
13686,3
203748,618
5645,244
34160,1162
33907,417
4208,167
5698,14171
6322,3
16968,167
181376,244
34579,127
51069,127
105874,415
2453,127
170905,415
292813,415
5676,14171
45247,1162
51190,127
32845,127
16743,127
93571,127
75680,127
195781,127
41523,127
43907,244
2201,127
232376,3
164915,415
16956,3
16565,3
52830,3
15300,3
30758,417
110078,417
227356,417
83983,244
156487,417
54964,127
125315,127
283420,995
168330,417
95182,415
290534,417
51369,1158
244280,127
157166,1041
12503,417
94167,79
25468,60
18543,969
189435,583
203345,583
126530,1158
2050,24
16624,41
345536,1158
192266,41
63737,41
60026,167
148123,41
39198,42
165472,41
171408,1421
127204,1421
93853,86
39914,1158
29351,1421
2767,24
286378,1421
598,24
164904,583
159037,41
160742,86
93768,86
58516,969
361035,969
202836,24
57337,969
59196,60
89604,583
5474,583
61901,79
34026,969
45464,79
3114,42
112663,1421
108198,42
155379,42
193051,42
90317,60
2805,42
5966,42
17885,79
2306,42
2950,42
182908,1041
5576,1158
141761,1158
9697,60
110885,42
155377,42
93701,1421
36391,1090
82367,39
53534,39
150163,82
3942,24
129593,82
152641,18
27900,60
2334,44
180704,162
274811,1090
303412,16
153664,16
160670,16
410,16
259275,162
45685,16
148208,16
47594,16
837,18
41663,33
6645,33
2150,16
146165,18
93552,39
153198,39
1139,39
2358,82
153184,39
691,15
42853,3725
104642,4128
104704,1083
89597,11127
153735,4128
104514,11127
260442,2698
32860,3725
203470,273
51630,1186
85626,1186
24237,4128
55759,1186
70231,1186
36821,11126
117808,1186
61953,1186
106631,1186
271486,1186
57438,1186
47609,1186
33430,1186
228900,40
178333,121
12379,40
15670,121
189691,16
144696,2698
334446,2698
345225,40
48424,1186
291103,40
26357,932
195728,11127
145854,11127
62013,273
258773,11127
21338,11127
302000,11127
127308,2698
15008,1083
25860,11127
183137,1083
161544,33
180834,932
173579,273
195730,1083
129363,1083
70295,4128
104643,4128
59189,11127
53742,4128
232496,2410
48521,11127
35075,4128
26153,932
3730,232
65072,232
256121,2410
181223,4128
25918,4128
67917,232
15075,1083
14240,976
275321,642
140128,976
164837,642
56379,642
410184,6994
379680,2425
420330,472
318715,2760
198015,472
416622,989
386148,989
253892,3709
228846,6992
221295,3709
91722,18303
104203,6992
35562,3709
15983,3709
126731,3709
17491,3709
54859,3709
337179,3709
241613,6992
126692,595
319131,3709
225166,989
10375,989
56829,989
15838,989
419545,6992
3356,989
37152,989
14678,2760
244263,2760
36637,2760
363220,2760
276380,2760
184340,2760
353935,595
5521,3558
111494,3558
61682,3558
106181,3558
138949,3558
103054,3558
332137,18303
354326,6992
203540,3558
405800,3558
424070,3558
18542,595
23918,3558
406738,3558
386555,3558
228911,2760
5339,3558
216508,3558
395706,3558
399382,3558
63226,3558
148597,3558
45775,472
77740,3558
7501,472
30846,472
15500,472
23218,472
353096,472
14259,472
58103,6994
39893,3558
166586,6994
405620,6994
386554,3558
335191,6994
294201,6994
127770,6994
381920,6994
406776,6994
381921,6994
168376,6992
406761,6994
374036,6994
425571,472
364574,6994
58976,6994
59425,6994
405621,6994
55115,18303
395537,6994
364038,6994
335633,105
335646,105
335636,105
335635,105
42072,105
2926,105
16628,105
32273,105
386553,3558
181766,2425
5169,2425
24032,6994
323614,2425
37389,720
243298,720
225162,720
209513,720
14098,720
83407,2727
325410,6994
349281,2727
26980,2727
74314,2425
171147,2727
35650,2727
100101,2727
13078,2727
1743,105
38399,2727
20362,2727
26194,2727
98283,2727
282725,472
136518,2727
86057,2727
4384,2727
5687,2727
270959,2420
237468,2420
301823,2420
21039,105
